,BAD,Loan Total,Mortgage Due,Value,Reason of Default,Occupation,Years at Job,Major derogatory,Delinquent credit lines,Age Of Oldest Credit Line in Months,Number Of Recent Credit Inquiries,Number of Credit Lines,Debt-to-Income Ratio,Home Value
2342,1,14100,61036.0,"80000-99,999",HomeImp,Mgr,1.0,0.0,0.0,174.59117080000001,2.0,23.0,50.276214936,"80000-99,999"
3604,1,18900,61429.0,"80000-99,999",DebtCon,ProfExe,8.0,3.0,1.0,166.17939921,2.0,64.0,40.436704805,"80000-99,999"
957,1,9200,70715.0,"80000-99,999",DebtCon,Office,26.0,0.0,0.0,143.06666667,2.0,23.0,,"80000-99,999"
1025,0,9500,70000.0,"80000-99,999",DebtCon,ProfExe,9.0,0.0,1.0,175.56666667,1.0,12.0,,"80000-99,999"
3114,1,16900,63800.0,"80000-99,999",DebtCon,Other,2.0,0.0,6.0,127.8,2.0,33.0,,"80000-99,999"
5489,1,33400,59000.0,"80000-99,999",HomeImp,Self,2.0,0.0,7.0,240.43333333,3.0,26.0,,"80000-99,999"
3154,0,17000,23200.0,"80000-99,999",DebtCon,ProfExe,9.0,0.0,0.0,149.06666667,1.0,21.0,,"80000-99,999"
3157,0,17000,12613.0,"80000-99,999",DebtCon,Other,21.0,0.0,0.0,226.36666667,3.0,41.0,,"80000-99,999"
5948,0,86000,47355.0,"80000-99,999",DebtCon,Other,15.0,0.0,0.0,210.96666667,0.0,16.0,,"80000-99,999"
1630,0,11700,59506.0,"80000-99,999",DebtCon,Other,3.0,0.0,0.0,37.566666667,2.0,4.0,,"80000-99,999"
5930,1,72300,,"80000-99,999",DebtCon,Other,1.0,0.0,0.0,117.16666667,9.0,23.0,,"80000-99,999"
4893,0,25700,50800.0,"80000-99,999",DebtCon,Other,23.0,1.0,2.0,184.26666667,1.0,20.0,,"80000-99,999"
1631,1,11700,69100.0,"80000-99,999",DebtCon,Mgr,3.8,3.0,0.0,80.1,0.0,22.0,,"80000-99,999"
2521,1,15000,45000.0,"80000-99,999",HomeImp,Mgr,11.0,0.0,0.0,110.0,0.0,31.0,,"80000-99,999"
4236,0,22000,53212.0,"80000-99,999",DebtCon,Other,20.0,0.0,0.0,218.48411292,1.0,21.0,32.855701395,"80000-99,999"
3150,0,17000,60483.0,"80000-99,999",HomeImp,ProfExe,4.0,0.0,0.0,116.52526509,0.0,12.0,27.29874318,"80000-99,999"
1620,0,11700,47072.0,"80000-99,999",HomeImp,Other,18.0,0.0,0.0,192.25318228,0.0,16.0,35.064864675,"80000-99,999"
2922,0,16100,63152.0,"80000-99,999",DebtCon,Office,5.0,0.0,0.0,102.40089779,1.0,20.0,24.175532914,"80000-99,999"
182,1,5000,71571.0,"80000-99,999",DebtCon,ProfExe,1.4,0.0,1.0,82.133333333,0.0,13.0,,"80000-99,999"
4018,0,21000,64100.0,"80000-99,999",DebtCon,Other,3.5,0.0,0.0,97.633333333,2.0,30.0,,"80000-99,999"
1264,0,10200,65803.0,"80000-99,999",HomeImp,Other,15.0,0.0,0.0,218.48175459,0.0,36.0,36.182192009,"80000-99,999"
5844,0,50900,,"80000-99,999",HomeImp,Other,,0.0,0.0,351.45087807,0.0,6.0,21.595479996999998,"80000-99,999"
191,1,5000,46696.0,"80000-99,999",HomeImp,Other,2.0,1.0,2.0,148.34064549,0.0,14.0,46.489874001000004,"80000-99,999"
1812,0,12300,79838.0,"80000-99,999",DebtCon,ProfExe,8.0,0.0,0.0,173.83862388,0.0,11.0,37.824470796,"80000-99,999"
5851,0,51300,,"80000-99,999",HomeImp,Self,10.0,0.0,0.0,166.72793489,0.0,22.0,26.572625015,"80000-99,999"
5117,0,27400,46575.0,"80000-99,999",DebtCon,Office,1.0,0.0,0.0,155.64704116,2.0,19.0,39.489317201999995,"80000-99,999"
2473,0,14800,64365.0,"80000-99,999",DebtCon,Other,0.0,1.0,0.0,242.55236799,2.0,26.0,29.819634389,"80000-99,999"
5861,0,52000,,"80000-99,999",HomeImp,Self,10.0,0.0,0.0,178.57848226,1.0,21.0,25.513965638000002,"80000-99,999"
4255,0,22200,45148.0,"80000-99,999",HomeImp,Other,24.0,0.0,0.0,275.60104104,1.0,7.0,23.461608751,"80000-99,999"
5070,0,27000,54834.0,"80000-99,999",DebtCon,Other,9.0,0.0,1.0,132.57854459,2.0,30.0,39.305739116999995,"80000-99,999"
4355,0,22600,34226.0,"80000-99,999",DebtCon,ProfExe,9.0,0.0,0.0,277.8486564,0.0,18.0,38.005683199,"80000-99,999"
3004,0,16400,65898.0,"80000-99,999",HomeImp,ProfExe,10.0,0.0,1.0,173.53321041,0.0,14.0,26.931994858000003,"80000-99,999"
2110,1,13300,67483.0,"80000-99,999",DebtCon,ProfExe,16.0,0.0,2.0,335.98931518,1.0,14.0,30.37586285,"80000-99,999"
2592,1,15000,54294.0,"80000-99,999",DebtCon,Other,18.0,0.0,3.0,118.66666667,1.0,23.0,,"80000-99,999"
1499,1,11100,68784.0,"80000-99,999",,ProfExe,2.0,0.0,0.0,117.9983043,0.0,14.0,36.044251755,"80000-99,999"
3380,0,18000,62216.0,"80000-99,999",DebtCon,Other,3.0,0.0,0.0,307.25070127,2.0,15.0,41.439390666,"80000-99,999"
1448,0,11000,21780.0,"80000-99,999",HomeImp,ProfExe,19.0,0.0,0.0,240.68258102,0.0,10.0,24.404335112,"80000-99,999"
2058,0,13000,66014.0,"80000-99,999",DebtCon,Office,4.0,2.0,3.0,185.64499392,2.0,30.0,39.41871848,"80000-99,999"
3502,0,18500,26389.0,"80000-99,999",DebtCon,ProfExe,7.0,0.0,0.0,152.04065885,1.0,21.0,27.356208076999998,"80000-99,999"
5056,0,26900,54071.0,"80000-99,999",DebtCon,Office,0.0,0.0,2.0,91.20997622799999,0.0,22.0,34.597191903,"80000-99,999"
1381,0,10700,67523.0,"80000-99,999",DebtCon,Sales,5.0,0.0,0.0,126.84293494,0.0,35.0,26.001665333000002,"80000-99,999"
5827,0,50200,,"80000-99,999",HomeImp,Other,,0.0,0.0,351.18565237,0.0,6.0,24.084565841999996,"80000-99,999"
2970,0,16300,67524.0,"80000-99,999",DebtCon,Other,8.0,0.0,0.0,75.434327987,3.0,11.0,31.761828776999998,"80000-99,999"
2286,1,13900,51653.0,"80000-99,999",DebtCon,Other,13.0,0.0,0.0,90.273079432,0.0,7.0,41.693377223,"80000-99,999"
3738,0,19800,13830.0,"80000-99,999",DebtCon,Other,20.0,0.0,0.0,229.51829511,3.0,40.0,35.311065856,"80000-99,999"
1215,0,10100,66393.0,"80000-99,999",DebtCon,Office,6.0,1.0,1.0,203.69956292,3.0,29.0,37.669305127,"80000-99,999"
620,0,7800,64503.0,"80000-99,999",HomeImp,Other,12.0,0.0,0.0,235.4853772,0.0,35.0,34.423248846999996,"80000-99,999"
2910,0,16000,65901.0,"80000-99,999",DebtCon,Office,5.0,0.0,0.0,117.35703247,0.0,20.0,21.445341417,"80000-99,999"
2181,0,13500,67180.0,"80000-99,999",DebtCon,Sales,5.0,0.0,0.0,147.35531256,0.0,35.0,28.522553371,"80000-99,999"
3349,0,17800,68889.0,"80000-99,999",DebtCon,Other,0.0,2.0,2.0,105.76796088,2.0,25.0,34.629922009,"80000-99,999"
584,0,7500,49100.0,"80000-99,999",HomeImp,Other,18.0,0.0,0.0,178.33466667,0.0,29.0,,"80000-99,999"
3210,0,17200,33073.0,"80000-99,999",DebtCon,ProfExe,7.0,0.0,0.0,163.39478871,1.0,20.0,28.274888868,"80000-99,999"
3081,0,16700,53423.0,"80000-99,999",HomeImp,ProfExe,5.0,0.0,0.0,109.42942826,0.0,12.0,28.160611311999997,"80000-99,999"
270,0,5700,76948.0,"80000-99,999",HomeImp,Other,7.0,0.0,0.0,128.47645151,0.0,25.0,37.85968784,"80000-99,999"
5824,0,50100,,"80000-99,999",HomeImp,Other,,0.0,0.0,348.78600991,0.0,6.0,23.219806012,"80000-99,999"
2911,0,16000,66395.0,"80000-99,999",DebtCon,Other,1.0,2.0,1.0,99.519217551,1.0,25.0,33.20696963,"80000-99,999"
1816,0,12300,61253.0,"80000-99,999",DebtCon,Sales,5.0,0.0,0.0,130.02625897,0.0,34.0,27.20337824,"80000-99,999"
4920,0,25900,59575.0,"80000-99,999",DebtCon,Other,22.0,0.0,1.0,189.75535052,0.0,19.0,24.874615108,"80000-99,999"
236,0,5400,65814.0,"80000-99,999",HomeImp,Other,4.0,0.0,0.0,122.94028859999999,0.0,15.0,44.092325681999995,"80000-99,999"
3340,0,17800,61494.0,"80000-99,999",DebtCon,Other,2.0,0.0,0.0,303.83765082,3.0,15.0,40.246312084,"80000-99,999"
306,1,6000,47625.0,"80000-99,999",HomeImp,Office,0.1,2.0,1.0,154.13333333,4.0,26.0,,"80000-99,999"
5431,0,32000,42478.0,"80000-99,999",DebtCon,Other,,,,278.36388352,0.0,16.0,40.257221713,"80000-99,999"
2178,1,13500,28000.0,"80000-99,999",DebtCon,Other,0.0,6.0,4.0,227.26666667,6.0,37.0,,"80000-99,999"
5301,1,29400,48800.0,"80000-99,999",DebtCon,Other,5.0,1.0,0.0,52.766532731000005,2.0,21.0,,"80000-99,999"
2017,1,13000,64499.0,"80000-99,999",HomeImp,Other,1.0,0.0,0.0,109.4,0.0,19.0,,"80000-99,999"
1901,1,12600,68800.0,"80000-99,999",DebtCon,Mgr,3.0,2.0,1.0,202.86666667,8.0,26.0,,"80000-99,999"
605,0,7700,53377.0,"80000-99,999",HomeImp,Other,16.0,0.0,0.0,187.19401123,0.0,28.0,24.217658483,"80000-99,999"
1408,0,10800,75378.0,"80000-99,999",DebtCon,Mgr,6.0,0.0,0.0,102.66507078,0.0,23.0,30.09500969,"80000-99,999"
3425,0,18100,62783.0,"80000-99,999",DebtCon,Other,0.0,0.0,0.0,293.35858684,2.0,15.0,43.617714297,"80000-99,999"
5072,0,27000,60631.0,"80000-99,999",DebtCon,Other,24.0,0.0,2.0,200.14145359,1.0,20.0,26.248756632,"80000-99,999"
1523,0,11200,17411.0,"80000-99,999",DebtCon,Other,10.0,0.0,0.0,267.97010945,0.0,13.0,22.089199918000002,"80000-99,999"
4586,0,24000,43948.0,"80000-99,999",HomeImp,Other,24.0,0.0,0.0,258.30359386,0.0,7.0,26.61774876,"80000-99,999"
320,0,6000,51000.0,"80000-99,999",HomeImp,ProfExe,6.0,0.0,0.0,222.16666667,2.0,24.0,,"80000-99,999"
575,1,7500,63500.0,"80000-99,999",HomeImp,Other,5.0,0.0,0.0,136.1,0.0,8.0,,"80000-99,999"
5775,0,46100,,"80000-99,999",HomeImp,Office,10.0,0.0,0.0,301.92568796,0.0,13.0,33.914738063,"80000-99,999"
3001,0,16400,71906.0,"80000-99,999",DebtCon,Office,2.0,0.0,0.0,126.17015231,1.0,20.0,23.698007625,"80000-99,999"
383,0,6400,81116.0,"80000-99,999",HomeImp,ProfExe,8.0,0.0,0.0,262.17542613,0.0,11.0,42.068268179,"80000-99,999"
5133,0,27600,60039.0,"80000-99,999",DebtCon,Office,0.0,0.0,0.0,100.94932169,0.0,23.0,33.820934036,"80000-99,999"
5599,1,37300,68789.0,"80000-99,999",HomeImp,Self,2.0,0.0,6.0,235.63790564,2.0,25.0,114.0505277,"80000-99,999"
2729,0,15400,73793.0,"80000-99,999",DebtCon,Other,2.0,1.0,0.0,229.36937607,3.0,26.0,30.958519988000003,"80000-99,999"
1270,0,10300,51787.0,"80000-99,999",HomeImp,Other,17.0,0.0,0.0,203.73276258,0.0,16.0,34.435246045,"80000-99,999"
3714,0,19600,55169.0,"80000-99,999",DebtCon,Other,18.0,0.0,0.0,223.60332921,1.0,22.0,33.755272795,"80000-99,999"
5840,0,50800,,"80000-99,999",HomeImp,Self,9.0,0.0,0.0,167.82361048,0.0,21.0,26.650512244,"80000-99,999"
1908,1,12600,72854.0,"80000-99,999",,ProfExe,2.0,0.0,0.0,118.06964742,0.0,14.0,36.051487179,"80000-99,999"
1452,1,11000,77517.0,"80000-99,999",HomeImp,ProfExe,2.0,2.0,0.0,352.37913787,0.0,28.0,28.030214206,"80000-99,999"
1644,0,11700,68059.0,"80000-99,999",DebtCon,Other,3.0,,,175.65856785,,35.0,30.253969922,"80000-99,999"
1635,0,11700,74783.0,"80000-99,999",DebtCon,Mgr,7.0,0.0,0.0,116.75680052,0.0,23.0,28.019227084,"80000-99,999"
3620,0,19000,57429.0,"80000-99,999",DebtCon,Office,5.0,,,175.5,,16.0,,"80000-99,999"
167,0,5000,72517.0,"80000-99,999",DebtCon,Mgr,19.0,0.0,1.0,300.36666667,1.0,24.0,,"80000-99,999"
483,1,7000,66000.0,"80000-99,999",DebtCon,Other,3.0,1.0,1.0,242.43333333,0.0,8.0,,"80000-99,999"
4033,0,21000,65205.0,"80000-99,999",DebtCon,,4.0,0.0,0.0,99.369470346,0.0,15.0,40.143170748,"80000-99,999"
2651,0,15200,59544.0,"80000-99,999",HomeImp,ProfExe,5.0,0.0,0.0,120.13670832,0.0,12.0,27.616333832,"80000-99,999"
2053,1,13000,60000.0,"80000-99,999",DebtCon,Other,12.0,0.0,2.0,149.16666667,0.0,28.0,,"80000-99,999"
2573,0,15000,59000.0,"80000-99,999",DebtCon,Office,1.5,0.0,0.0,160.3,0.0,25.0,,"80000-99,999"
5188,0,28000,58002.0,"80000-99,999",DebtCon,Other,9.0,0.0,1.0,129.57535197,2.0,29.0,39.362693216,"80000-99,999"
2352,0,14200,71979.0,"80000-99,999",DebtCon,Other,2.0,0.0,0.0,238.26434622,3.0,25.0,32.13676623,"80000-99,999"
4922,0,25900,58693.0,"80000-99,999",DebtCon,Office,1.0,0.0,1.0,94.12956341,0.0,23.0,32.127562739,"80000-99,999"
531,0,7200,71509.0,"80000-99,999",DebtCon,,4.0,,,,,,20.099049784,"80000-99,999"
1461,0,11000,63847.0,"80000-99,999",HomeImp,Office,26.0,0.0,0.0,170.43333333,2.0,14.0,,"80000-99,999"
4127,0,21500,67377.0,"80000-99,999",DebtCon,Office,5.0,,,158.64070667,,15.0,37.754842589,"80000-99,999"
1260,0,10200,16322.0,"80000-99,999",DebtCon,Other,8.0,0.0,0.0,259.16381964,0.0,14.0,21.253498139,"80000-99,999"
1343,0,10600,28264.0,"80000-99,999",HomeImp,ProfExe,20.0,0.0,0.0,244.14050903,0.0,11.0,24.20235008,"80000-99,999"
948,0,9100,78210.0,"80000-99,999",DebtCon,Mgr,8.0,0.0,0.0,92.11150428100001,0.0,23.0,28.167074696999997,"80000-99,999"
1412,0,10800,78898.0,"80000-99,999",DebtCon,ProfExe,9.0,0.0,0.0,179.83082878,0.0,12.0,40.291951983000004,"80000-99,999"
5131,0,27600,54584.0,"80000-99,999",DebtCon,Other,22.0,0.0,0.0,214.81573730000002,1.0,27.0,35.223970798,"80000-99,999"
1491,0,11100,72402.0,"80000-99,999",DebtCon,Mgr,8.0,0.0,0.0,102.97207872,0.0,22.0,29.655713203,"80000-99,999"
1444,0,11000,21738.0,"80000-99,999",HomeImp,ProfExe,20.0,0.0,0.0,241.06079106,0.0,10.0,25.21859995,"80000-99,999"
4834,0,25300,56393.0,"80000-99,999",DebtCon,Mgr,6.0,0.0,0.0,258.14736866,1.0,25.0,33.193875534,"80000-99,999"
550,0,7400,48924.0,"80000-99,999",DebtCon,,4.0,0.0,0.0,207.76841442,4.0,30.0,29.937917829,"80000-99,999"
2501,0,14900,65843.0,"80000-99,999",HomeImp,Other,,0.0,0.0,288.58189104,0.0,20.0,28.275562841,"80000-99,999"
1762,0,12100,56335.0,"80000-99,999",HomeImp,Other,17.0,0.0,0.0,206.24709466,0.0,17.0,35.127874350999996,"80000-99,999"
5791,0,47600,,"80000-99,999",HomeImp,Office,7.0,0.0,0.0,304.05810226,0.0,13.0,31.571294918000003,"80000-99,999"
5100,0,27300,53223.0,"80000-99,999",DebtCon,Office,0.0,0.0,0.0,96.07068787600001,0.0,22.0,34.517790505,"80000-99,999"
1503,0,11100,53232.0,"80000-99,999",HomeImp,Other,16.0,0.0,0.0,183.20620747,0.0,29.0,26.87488997,"80000-99,999"
2068,0,13100,70878.0,"80000-99,999",DebtCon,ProfExe,10.0,0.0,0.0,174.88174385,0.0,11.0,39.784408256999996,"80000-99,999"
3956,0,20700,61710.0,"80000-99,999",DebtCon,,2.0,0.0,0.0,114.01183854,0.0,16.0,40.762148778000004,"80000-99,999"
538,0,7300,55456.0,"80000-99,999",HomeImp,ProfExe,6.0,0.0,0.0,240.05677145,2.0,23.0,31.724698502,"80000-99,999"
935,0,9100,80719.0,"80000-99,999",HomeImp,Other,23.0,0.0,0.0,333.01158975,1.0,47.0,30.39545792,"80000-99,999"
713,0,8200,62603.0,"80000-99,999",DebtCon,ProfExe,15.0,0.0,0.0,219.56581251,0.0,18.0,24.63662135,"80000-99,999"
5950,0,87500,55938.0,"80000-99,999",DebtCon,Other,15.0,0.0,0.0,223.88103999999998,0.0,16.0,36.753652674,"80000-99,999"
1191,1,10000,59543.0,"80000-99,999",DebtCon,Other,9.0,3.0,1.0,152.13333333,2.0,51.0,,"80000-99,999"
264,1,5600,55160.0,"80000-99,999",HomeImp,Other,3.0,1.0,1.0,148.13333333,1.0,14.0,,"80000-99,999"
666,0,8000,78720.0,"80000-99,999",DebtCon,Other,0.1,4.0,0.0,,0.0,4.0,,"80000-99,999"
4012,0,21000,63405.0,"80000-99,999",DebtCon,Office,5.0,,,156.87275074,,15.0,37.433784588,"80000-99,999"
3524,0,18600,58992.0,"80000-99,999",DebtCon,,4.0,0.0,0.0,103.50429531,0.0,16.0,40.956598244,"80000-99,999"
3301,0,17600,62996.0,"80000-99,999",HomeImp,ProfExe,12.0,0.0,1.0,152.78264779,0.0,14.0,29.203654575999998,"80000-99,999"
1294,0,10400,56610.0,"80000-99,999",HomeImp,Other,19.0,0.0,0.0,190.08482952,0.0,28.0,24.602658554,"80000-99,999"
4410,0,22900,41174.0,"80000-99,999",HomeImp,Other,25.0,0.0,0.0,267.13260885,0.0,7.0,24.380389513,"80000-99,999"
4073,0,21300,67282.0,"80000-99,999",DebtCon,Office,4.0,,,173.79250726,,15.0,37.364528826,"80000-99,999"
1585,0,11500,77143.0,"80000-99,999",DebtCon,ProfExe,8.0,0.0,1.0,164.59640287,1.0,12.0,39.449692717,"80000-99,999"
3993,0,20900,63038.0,"80000-99,999",DebtCon,,3.0,0.0,0.0,113.69883344,0.0,16.0,38.732521813000005,"80000-99,999"
4319,0,22500,44228.0,"80000-99,999",HomeImp,Other,24.0,0.0,0.0,256.28691889,1.0,6.0,26.853259022,"80000-99,999"
839,0,8700,57254.0,"80000-99,999",HomeImp,Other,16.0,0.0,0.0,172.16656274,0.0,28.0,25.043436746999998,"80000-99,999"
289,0,5800,79296.0,"80000-99,999",DebtCon,Mgr,19.0,0.0,1.0,307.9748816,1.0,23.0,39.959108765,"80000-99,999"
3430,0,18100,73356.0,"80000-99,999",DebtCon,Other,10.0,0.0,0.0,73.746710533,3.0,12.0,31.571018889,"80000-99,999"
663,0,8000,69341.0,"80000-99,999",DebtCon,Office,15.0,0.0,1.0,89.26666666700001,0.0,9.0,,"80000-99,999"
2683,0,15300,57840.0,"80000-99,999",DebtCon,Other,0.0,0.0,0.0,110.82722442,4.0,11.0,38.826177523,"80000-99,999"
1668,0,11900,56443.0,"80000-99,999",DebtCon,Office,12.0,0.0,0.0,119.85940967,0.0,24.0,38.861656969,"80000-99,999"
1074,0,9700,77394.0,"80000-99,999",DebtCon,Office,16.0,0.0,1.0,81.46140046100001,0.0,9.0,27.705856544,"80000-99,999"
750,0,8300,67715.0,"80000-99,999",DebtCon,ProfExe,14.0,0.0,0.0,221.47492481,0.0,17.0,25.194297211,"80000-99,999"
443,0,6800,78292.0,"80000-99,999",DebtCon,,3.0,,,,,,18.927211638,"80000-99,999"
3401,1,18000,57988.0,"80000-99,999",DebtCon,Other,16.0,0.0,0.0,165.33333333,2.0,14.0,,"80000-99,999"
1333,0,10500,27180.0,"80000-99,999",HomeImp,ProfExe,22.0,0.0,0.0,230.72115441,0.0,10.0,25.753010226,"80000-99,999"
1638,0,11700,56441.0,"80000-99,999",HomeImp,Other,17.0,0.0,0.0,198.03271759,0.0,16.0,33.931163419,"80000-99,999"
4327,0,22500,48405.0,"80000-99,999",DebtCon,Other,14.0,0.0,0.0,94.928088498,1.0,9.0,4.029951372,"80000-99,999"
2434,1,14600,67997.0,"80000-99,999",DebtCon,Other,11.0,1.0,,93.333333333,3.0,23.0,,"80000-99,999"
121,1,4500,66517.0,"80000-99,999",DebtCon,ProfExe,10.0,0.0,4.0,125.8,0.0,34.0,,"80000-99,999"
4498,1,23500,54816.0,"80000-99,999",DebtCon,Other,3.5,0.0,1.0,223.2,0.0,17.0,,"80000-99,999"
3028,1,16500,65900.0,"80000-99,999",DebtCon,Other,26.0,0.0,3.0,109.56666667,5.0,35.0,,"80000-99,999"
3580,1,18800,63836.0,"80000-99,999",DebtCon,Other,8.0,2.0,1.0,110.56666667,2.0,33.0,,"80000-99,999"
1673,0,11900,71000.0,"80000-99,999",DebtCon,Mgr,20.0,0.0,0.0,238.46666667,11.0,24.0,,"80000-99,999"
1983,0,12900,69770.0,"80000-99,999",DebtCon,Other,6.0,0.0,0.0,201.93333333,3.0,19.0,,"80000-99,999"
1735,1,12000,,"80000-99,999",DebtCon,Other,13.0,,,,,,,"80000-99,999"
1969,0,12800,58592.0,"80000-99,999",DebtCon,Office,13.0,0.0,0.0,139.53084276,0.0,24.0,37.531077087,"80000-99,999"
4833,0,25300,51261.0,"80000-99,999",DebtCon,Mgr,4.0,0.0,0.0,249.83618476,2.0,25.0,31.658786410999998,"80000-99,999"
2912,0,16000,69861.0,"80000-99,999",DebtCon,Other,7.0,0.0,0.0,205.32804581,2.0,18.0,43.436334345,"80000-99,999"
4506,0,23500,65587.0,"80000-99,999",DebtCon,Other,3.0,0.0,0.0,83.238000041,2.0,30.0,32.031678369,"80000-99,999"
2636,0,15100,60264.0,"80000-99,999",HomeImp,ProfExe,5.0,0.0,0.0,111.39938495,0.0,13.0,26.062043252,"80000-99,999"
4840,0,25400,61907.0,"80000-99,999",DebtCon,Office,0.0,0.0,1.0,81.49211941,0.0,22.0,34.36469831,"80000-99,999"
1124,0,9900,26427.0,"80000-99,999",HomeImp,ProfExe,20.0,0.0,0.0,244.36524652,0.0,11.0,25.003965494000003,"80000-99,999"
4961,1,26200,51599.0,"80000-99,999",DebtCon,Other,,0.0,0.0,129.93392053,2.0,19.0,,"80000-99,999"
146,0,5000,66839.0,"80000-99,999",HomeImp,Other,4.0,0.0,0.0,122.59722258,0.0,15.0,40.616779346,"80000-99,999"
3291,0,17500,61524.0,"80000-99,999",HomeImp,ProfExe,3.0,0.0,0.0,115.80866085,1.0,13.0,25.401570002,"80000-99,999"
4854,1,25500,63967.0,"80000-99,999",DebtCon,Other,6.0,0.0,0.0,,0.0,0.0,33.051073753000004,"80000-99,999"
4323,0,22500,52000.0,"80000-99,999",DebtCon,Other,7.0,0.0,0.0,232.33333333,1.0,20.0,,"80000-99,999"
1975,0,12800,71531.0,"80000-99,999",HomeImp,Office,26.0,0.0,0.0,167.1637357,1.0,14.0,40.376137593,"80000-99,999"
2227,0,13700,58788.0,"80000-99,999",DebtCon,Office,14.0,0.0,0.0,103.69281836,0.0,24.0,36.665318539,"80000-99,999"
56,0,3200,74864.0,"80000-99,999",HomeImp,ProfExe,7.0,0.0,0.0,250.63126922,0.0,12.0,42.909997351,"80000-99,999"
842,0,8700,54768.0,"80000-99,999",HomeImp,Other,18.0,0.0,0.0,187.58057031,0.0,28.0,26.367134136999997,"80000-99,999"
340,0,6100,79636.0,"80000-99,999",HomeImp,Other,20.0,0.0,0.0,350.43613755,0.0,47.0,28.848276581,"80000-99,999"
3807,1,20000,16000.0,"80000-99,999",DebtCon,Other,28.0,1.0,6.0,232.33333333,1.0,21.0,,"80000-99,999"
2483,0,14800,63508.0,"80000-99,999",DebtCon,Other,2.0,0.0,0.0,127.16522994,3.0,10.0,38.953722682,"80000-99,999"
3840,0,20100,62661.0,"80000-99,999",DebtCon,Other,18.0,0.0,0.0,198.34134329,0.0,22.0,32.83817817,"80000-99,999"
1519,0,11200,29348.0,"80000-99,999",HomeImp,ProfExe,20.0,0.0,0.0,224.39489458,0.0,11.0,26.129627304,"80000-99,999"
4881,1,25600,50910.0,"80000-99,999",DebtCon,Other,19.0,2.0,0.0,104.40647219,0.0,27.0,42.677450653,"80000-99,999"
2552,0,15000,,"80000-99,999",DebtCon,Office,28.0,0.0,0.0,323.63333333,0.0,16.0,,"80000-99,999"
205,0,5100,66834.0,"80000-99,999",HomeImp,Other,0.0,2.0,0.0,290.03410799,0.0,6.0,38.766985071,"80000-99,999"
5189,0,28000,59775.0,"80000-99,999",DebtCon,Other,8.0,0.0,0.0,138.48647658,3.0,30.0,41.543804711,"80000-99,999"
2897,1,16000,70000.0,"80000-99,999",DebtCon,Office,18.0,,3.0,145.86666667,3.0,18.0,,"80000-99,999"
1406,1,10800,75000.0,"80000-99,999",HomeImp,Other,7.0,1.0,0.0,101.46666667,2.0,19.0,,"80000-99,999"
13,0,2000,64536.0,"80000-99,999",,Mgr,2.5,0.0,0.0,147.13333333,0.0,24.0,,"80000-99,999"
2077,0,13100,70368.0,"80000-99,999",DebtCon,Other,2.0,0.0,0.0,232.99471273,3.0,26.0,29.66798564,"80000-99,999"
885,0,8900,80334.0,"80000-99,999",DebtCon,Mgr,18.0,0.0,0.0,279.87655021,0.0,23.0,38.513997448000005,"80000-99,999"
4206,0,21900,61468.0,"80000-99,999",DebtCon,Office,5.0,,,166.61081662,,16.0,38.201210401,"80000-99,999"
456,0,6900,70717.0,"80000-99,999",HomeImp,Other,2.0,0.0,0.0,112.58906066,0.0,15.0,41.428089899,"80000-99,999"
166,0,5000,73126.0,"80000-99,999",DebtCon,Other,1.0,0.0,0.0,125.96666667,2.0,10.0,,"80000-99,999"
2201,0,13600,55864.0,"80000-99,999",DebtCon,ProfExe,9.0,0.0,0.0,193.76666667,0.0,20.0,,"80000-99,999"
2199,0,13600,55901.0,"80000-99,999",DebtCon,Office,13.0,0.0,1.0,107.91313290000001,0.0,23.0,36.327022401,"80000-99,999"
5211,0,28200,61038.0,"80000-99,999",DebtCon,Other,8.0,0.0,0.0,137.48781925,3.0,30.0,39.360018601,"80000-99,999"
1578,0,11500,53651.0,"80000-99,999",HomeImp,Other,18.0,0.0,0.0,191.39688748,0.0,16.0,34.368650887,"80000-99,999"
1312,0,10500,13694.0,"80000-99,999",DebtCon,Other,8.0,0.0,0.0,258.55492784,0.0,14.0,20.260198049,"80000-99,999"
348,0,6200,60354.0,"80000-99,999",HomeImp,ProfExe,5.0,0.0,0.0,210.17306467,2.0,23.0,34.054811236999996,"80000-99,999"
718,0,8200,72986.0,"80000-99,999",DebtCon,Office,14.0,0.0,1.0,86.545727017,0.0,9.0,24.697430423,"80000-99,999"
649,0,8000,61565.0,"80000-99,999",DebtCon,ProfExe,14.0,0.0,0.0,203.99713640000002,0.0,17.0,23.562565006999996,"80000-99,999"
3466,0,18300,63351.0,"80000-99,999",DebtCon,Other,1.0,0.0,0.0,324.61464700000005,3.0,15.0,43.90230255,"80000-99,999"
1864,0,12400,24769.0,"80000-99,999",HomeImp,ProfExe,21.0,0.0,0.0,238.38276937,0.0,11.0,25.332201314000002,"80000-99,999"
2946,0,16200,70703.0,"80000-99,999",DebtCon,Other,10.0,0.0,0.0,87.211328556,3.0,10.0,31.379268836999998,"80000-99,999"
5140,0,27600,57327.0,"80000-99,999",DebtCon,Office,0.0,0.0,0.0,98.52177100200001,0.0,23.0,34.760575409,"80000-99,999"
1569,0,11400,28043.0,"80000-99,999",HomeImp,ProfExe,20.0,1.0,1.0,229.17795924,0.0,10.0,25.489994512,"80000-99,999"
